FilePath,LineNumber,RecieverVaribale,Context,Label
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StringList.java,136,java.lang.StringBuilder,java.lang.StringBuilder append append ++i) <  for append StringBuilder StringBuilder { else return 1) ==  if,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,407,java.util.List,java.util.List add remove size } remove { MAX_THROWABLES) ==  if {  synchronized,add
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,254,java.lang.Double,java.lang.Double class || _class == .TYPE)   _ret=.valueOf _ret= Double.TYPE) == _class || Double.class ==  if else _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else _ret=Boolean.valueOf Boolean.TYPE) == _class || Boolean.class ==  if { else },valueOf
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StringList.java,64,java.lang.String,java.lang.String length  || ==  if,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,69,java.lang.String,java.lang.String length <  for StringBuilder StringBuilder,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,741,java.text.DecimalFormat,java.text.DecimalFormat format return { 10) << 1024 <  if else } Bytes" " + return { 1024) <  if,format
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,548,java.lang.String,java.lang.String charAt length substring startsWith char { length <  for boolean StringBuilder StringBuilder Stack<Object> Stack<Object>,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,236,java.lang.String,java.lang.String length < && <  for int StringBuilder StringBuilder,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,180,java.lang.Class,java.lang.Class getResourceAsStream BufferedInputStream InputSource new return { try { endsWith && null !=  if,getResourceAsStream
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,408,java.lang.String,java.lang.String toCharArray toCharArray } 1 return { ==  if else,toCharArray
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,220,java.io.Writer,java.io.Writer flush { try { !=  if,flush
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,88,java.lang.String,java.lang.String equals  if else Color.blue return  if else Color.green return  if else Color.red return  if else },equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,106,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getPropertyType getName getWriteMethod getName _val=parse !=  if _val=p.getProperty Object getName + "." + _pname=root String { !=  if _set=prop.getWriteMethod Method,getPropertyType
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,654,java.lang.CharSequence,java.lang.CharSequence length length < +  if char } break,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,66,java.lang.String,java.lang.String length length <  for StringBuilder StringBuilder,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\IOUtilities.java,150,java.io.File,java.io.File listFiles isDirectory isFile File[] {  if else length  if long,listFiles
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,77,java.lang.StringBuilder,java.lang.StringBuilder append append { else } append { 0x00) != &&  if,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,283,java.lang.StringBuilder,java.lang.StringBuilder append append 1) ==  if else } ') append 0) >  while { 0) ==  if StringBuilder StringBuilder,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,96,java.lang.StringBuilder,java.lang.StringBuilder append append append append  if append  if getFont append !=  if getBackgroundColor,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\EnhancedTreeCellRenderer.java,93,javax.swing.JTree,javax.swing.JTree getCellRenderer EnhancedTreeCellRenderer.this) ==  if JTree return JTree)) instanceof  if,setCellRenderer
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,629,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream reset toByteArray reset { finally } { IOException  catch },reset
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,592,java.util.Stack,java.util.Stack isEmpty isEmpty push push  if '}': case break append else append GROUP) == peek &&  if,isEmpty
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\EnhancedTreeCellRenderer.java,95,javax.swing.JTree,javax.swing.JTree removePropertyChangeListener getCellRenderer setCellRenderer EnhancedTreeCellRenderer.this) ==  if JTree return JTree)) instanceof  if PropertyChangeEvent void public @Override,removePropertyChangeListener
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,104,java.util.Properties,java.util.Properties getProerty getName getWriteMethod getName _val= Object getName + "." + _pname=root String { !=  if _set=prop.getWriteMethod Method continue  if,getProperty
