FilePath,LineNumber,RecieverVaribale,Context,Label
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,97,java.awt.Font,java.awt.Font isItalic isBold  if append  if getFont append !=  if getBackgroundColor,isItalic
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,84,java.lang.StringBuilder,java.lang.StringBuilder append { else } append { 0x00) != &&  if,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,684,java.lang.String,java.lang.String length <  for boolean,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,98,java.lang.String,java.lang.String equals  if else Color.gray return  if else Color.lightGray return  if else Color.white return  if else Color.orange return  if else,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,250,java.lang.StringBuilder,java.lang.StringBuilder append append append { else } ') append <  for,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,550,javax.swing.SwingUtilities,javax.swing.SwingUtilities invokeLater return isEmpty || 0 ==  if,invokeLater
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\AwtRunnableQueue.java,118,java.awt.EventQueue,java.awt.EventQueue invokeLater } return ||  if return  if,invokeLater
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\IOUtilities.java,103,java.io.InputStream,java.io.InputStream read  !=  while long int,read
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,190,java.beans.BeanInfo,java.beans.BeanInfo getPropertyDescriptors return _info=Introspector.getBeanInfo BeanInfo,getPropertyDescriptors
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,716,java.lang.String,java.lang.String equals ||  if else true return "on".equals || "yes".equals ||  if else  return Boolean) instanceof  if else return ==  if,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,70,java.lang.String,java.lang.String trim length return 0) == length || null ==  if,trim
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,169,java.lang.String,java.lang.String equals  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[] { try,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,241,java.util.StringTokenizer,java.util.StringTokenizer nextToken countTokens countTokens _val=parse Object { _cnt <  for _cnt=st.countTokens int _ret=Array.newInstance _type=_class.getComponentType Class<?>,nextToken
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,93,java.lang.StringBuilder,java.lang.StringBuilder append !=  if getBackgroundColor append !=  if getForegroundColor Color SyntaxStyle,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,97,java.lang.String,java.lang.String equals  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[] { try,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\IOUtilities.java,206,java.io.ObjectInput,java.io.ObjectInput close { try { !=  if,close
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,134,java.lang.CharSequence,java.lang.CharSequence charAt length  switch { ) length <  for int,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,653,java.lang.CharSequence,java.lang.CharSequence length < +  if char } break,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,90,java.lang.StringBuilder,java.lang.StringBuilder append !=  if getForegroundColor Color SyntaxStyle StringBuilder StringBuilder,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\EnhancedTreeCellRenderer.java,93,javax.swing.JTree,javax.swing.JTree getCellRenderer EnhancedTreeCellRenderer.this) ==  if JTree return JTree)) instanceof  if PropertyChangeEvent void public @Override PropertyChangeListener PropertyChangeListener,setCellRenderer
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,65,java.lang.String,java.lang.String length StringBuilder StringBuilder,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,186,java.awt.Color,java.awt.Color getBlue getGreen getRed append append append append append,getBlue
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,713,java.lang.String,java.lang.String equals  if else  return Boolean) instanceof  if else return ==  if,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\AwtRunnableQueue.java,81,java.util.LinkedList,java.util.LinkedList isEmpty && 0 == TaskManager.instance.countIoTasks &&  if {  synchronized boolean,isEmpty
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,168,java.io.Writer,java.io.Writer write write write { <  for {  if { try,write
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,494,javax.swing.event.ListDataListener,javax.swing.event.ListDataListener intervalAdded { :  for,intervalAdded
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,49,java.util.Collections,java.util.Collections synchronizedList CopyOnWriteArrayList<TaskListener>,synchronizedList
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,146,java.util.concurrent.CountDownLatch,java.util.concurrent.CountDownLatch await getCount { try { 0) >  while } },await
